review_id,appid,lang,role
220543484,1245620,en,pilot_draft
221548261,1245620,en,pilot_draft
223308452,1245620,en,pilot_draft
224329318,1245620,en,pilot_draft
224450185,1245620,en,pilot_draft
226171935,1245620,en,pilot_draft
230265639,1245620,en,pilot_draft
230299621,1245620,en,pilot_draft
230318128,1245620,en,pilot_draft
231192094,1245620,en,pilot_draft
231728292,1245620,en,pilot_draft
110932128,1245620,ja,pilot_draft
110935440,1245620,ja,pilot_draft
110980549,1245620,ja,pilot_draft
111006379,1245620,ja,pilot_draft
111096605,1245620,ja,pilot_draft
111128390,1245620,ja,pilot_draft
111148344,1245620,ja,pilot_draft
111171900,1245620,ja,pilot_draft
111210060,1245620,ja,pilot_draft
111214517,1245620,ja,pilot_draft
111245287,1245620,ja,pilot_draft
111269280,1245620,ja,pilot_draft
111335816,1245620,ja,pilot_draft
111346079,1245620,ja,pilot_draft
111364629,1245620,ja,pilot_draft
111373012,1245620,ja,pilot_draft
111376155,1245620,ja,pilot_draft
111412231,1245620,ja,pilot_draft
111423584,1245620,ja,pilot_draft
111442636,1245620,ja,pilot_draft
111563121,1245620,ja,pilot_draft
111593981,1245620,ja,pilot_draft
111608609,1245620,ja,pilot_draft
112406935,1245620,ja,pilot_draft
112513965,1245620,ja,pilot_draft
112911641,1245620,ja,pilot_draft
113317778,1245620,ja,pilot_draft
113391407,1245620,ja,pilot_draft
114402303,1245620,ja,pilot_draft
114656285,1245620,ja,pilot_draft
115774001,1245620,ja,pilot_draft
115896598,1245620,ja,pilot_draft
121372217,1245620,ja,pilot_draft
122177289,1245620,ja,pilot_draft
126262647,1245620,ja,pilot_draft
129141377,1245620,ja,pilot_draft
141456005,1245620,ja,pilot_draft
147921615,1245620,ja,pilot_draft
156643716,1245620,ja,pilot_draft
167747848,1245620,ja,pilot_draft
167773947,1245620,ja,pilot_draft
169828434,1245620,ja,pilot_draft
171122460,1245620,ja,pilot_draft
172798343,1245620,ja,pilot_draft
184568015,1245620,ja,pilot_draft
199532227,1245620,ja,pilot_draft
202764737,1245620,ja,pilot_draft
216125026,1245620,ja,pilot_draft
196370044,1245620,zh,pilot_draft
196534481,1245620,zh,pilot_draft
197317739,1245620,zh,pilot_draft
198718032,1245620,zh,pilot_draft
198741878,1245620,zh,pilot_draft
198894361,1245620,zh,pilot_draft
199612994,1245620,zh,pilot_draft
200159259,1245620,zh,pilot_draft
200429422,1245620,zh,pilot_draft
201567788,1245620,zh,pilot_draft
201984721,1245620,zh,pilot_draft
204152950,1245620,zh,pilot_draft
204874935,1245620,zh,pilot_draft
204924451,1245620,zh,pilot_draft
205299811,1245620,zh,pilot_draft
205593076,1245620,zh,pilot_draft
208785176,1245620,zh,pilot_draft
212294226,1245620,zh,pilot_draft
214790922,1245620,zh,pilot_draft
215486614,1245620,zh,pilot_draft
215616073,1245620,zh,pilot_draft
218150204,1245620,zh,pilot_draft
220036397,1245620,zh,pilot_draft
221158845,1245620,zh,pilot_draft
221473396,1245620,zh,pilot_draft
222895875,1245620,zh,pilot_draft
224146374,1245620,zh,pilot_draft
226060438,1245620,zh,pilot_draft
226238608,1245620,zh,pilot_draft
227213259,1245620,zh,pilot_draft
227469830,1245620,zh,pilot_draft
230587480,1245620,zh,pilot_draft
231333698,1245620,zh,pilot_draft
103037208,1517290,en,pilot_draft
103041746,1517290,en,pilot_draft
103042299,1517290,en,pilot_draft
103042713,1517290,en,pilot_draft
103045201,1517290,en,pilot_draft
103062450,1517290,en,pilot_draft
103070453,1517290,en,pilot_draft
103095598,1517290,en,pilot_draft
103109840,1517290,en,pilot_draft
103369911,1517290,en,pilot_draft
105173253,1517290,en,pilot_draft
106085216,1517290,en,pilot_draft
106208944,1517290,en,pilot_draft
106235691,1517290,en,pilot_draft
106688549,1517290,en,pilot_draft
107746723,1517290,en,pilot_draft
109448913,1517290,en,pilot_draft
111644243,1517290,en,pilot_draft
113933625,1517290,en,pilot_draft
114083525,1517290,en,pilot_draft
114844681,1517290,en,pilot_draft
117349707,1517290,en,pilot_draft
118355793,1517290,en,pilot_draft
119773282,1517290,en,pilot_draft
121650482,1517290,en,pilot_draft
129043969,1517290,en,pilot_draft
138975097,1517290,en,pilot_draft
140004357,1517290,en,pilot_draft
141902653,1517290,en,pilot_draft
141966674,1517290,en,pilot_draft
148042350,1517290,en,pilot_draft
148252873,1517290,en,pilot_draft
148539508,1517290,en,pilot_draft
148928031,1517290,en,pilot_draft
157897371,1517290,en,pilot_draft
164972778,1517290,en,pilot_draft
169970792,1517290,en,pilot_draft
183271888,1517290,en,pilot_draft
196143270,1517290,en,pilot_draft
202880727,1517290,en,pilot_draft
202937972,1517290,en,pilot_draft
202942525,1517290,en,pilot_draft
203001509,1517290,en,pilot_draft
207539435,1517290,en,pilot_draft
217797587,1517290,en,pilot_draft
219300067,1517290,en,pilot_draft
225680958,1517290,en,pilot_draft
103050460,1517290,ja,pilot_draft
103066720,1517290,ja,pilot_draft
103074022,1517290,ja,pilot_draft
103107186,1517290,ja,pilot_draft
103119670,1517290,ja,pilot_draft
103194448,1517290,ja,pilot_draft
103208564,1517290,ja,pilot_draft
103221105,1517290,ja,pilot_draft
103305976,1517290,ja,pilot_draft
103317809,1517290,ja,pilot_draft
103320549,1517290,ja,pilot_draft
103331879,1517290,ja,pilot_draft
104375491,1517290,ja,pilot_draft
104462518,1517290,ja,pilot_draft
105992960,1517290,ja,pilot_draft
109029583,1517290,ja,pilot_draft
109951685,1517290,ja,pilot_draft
109999392,1517290,ja,pilot_draft
111965761,1517290,ja,pilot_draft
112866745,1517290,ja,pilot_draft
113628031,1517290,ja,pilot_draft
117176505,1517290,ja,pilot_draft
127745533,1517290,ja,pilot_draft
128089850,1517290,ja,pilot_draft
129681583,1517290,ja,pilot_draft
131525120,1517290,ja,pilot_draft
135291278,1517290,ja,pilot_draft
142480606,1517290,ja,pilot_draft
155845699,1517290,ja,pilot_draft
159465541,1517290,ja,pilot_draft
160208150,1517290,ja,pilot_draft
161084350,1517290,ja,pilot_draft
162341785,1517290,ja,pilot_draft
178770151,1517290,ja,pilot_draft
188178174,1517290,ja,pilot_draft
189866270,1517290,ja,pilot_draft
194187711,1517290,ja,pilot_draft
201569269,1517290,ja,pilot_draft
202696784,1517290,ja,pilot_draft
202845147,1517290,ja,pilot_draft
150161145,1517290,zh,pilot_draft
150165754,1517290,zh,pilot_draft
150172993,1517290,zh,pilot_draft
150206371,1517290,zh,pilot_draft
150211153,1517290,zh,pilot_draft
150213777,1517290,zh,pilot_draft
150223003,1517290,zh,pilot_draft
150224641,1517290,zh,pilot_draft
150257085,1517290,zh,pilot_draft
150258942,1517290,zh,pilot_draft
150268645,1517290,zh,pilot_draft
150327632,1517290,zh,pilot_draft
150436907,1517290,zh,pilot_draft
150974310,1517290,zh,pilot_draft
150989951,1517290,zh,pilot_draft
151023360,1517290,zh,pilot_draft
151030953,1517290,zh,pilot_draft
151032914,1517290,zh,pilot_draft
151039367,1517290,zh,pilot_draft
151358849,1517290,zh,pilot_draft
151394650,1517290,zh,pilot_draft
151615816,1517290,zh,pilot_draft
153192679,1517290,zh,pilot_draft
153692748,1517290,zh,pilot_draft
157114225,1517290,zh,pilot_draft
157776111,1517290,zh,pilot_draft
157792356,1517290,zh,pilot_draft
158113566,1517290,zh,pilot_draft
161319726,1517290,zh,pilot_draft
162971869,1517290,zh,pilot_draft
163376281,1517290,zh,pilot_draft
163631825,1517290,zh,pilot_draft
164665582,1517290,zh,pilot_draft
165149867,1517290,zh,pilot_draft
167540902,1517290,zh,pilot_draft
167554716,1517290,zh,pilot_draft
169848206,1517290,zh,pilot_draft
169979338,1517290,zh,pilot_draft
171331188,1517290,zh,pilot_draft
173780813,1517290,zh,pilot_draft
175291341,1517290,zh,pilot_draft
178487861,1517290,zh,pilot_draft
194854272,1517290,zh,pilot_draft
196715806,1517290,zh,pilot_draft
199520959,1517290,zh,pilot_draft
200120577,1517290,zh,pilot_draft
201206962,1517290,zh,pilot_draft
202254837,1517290,zh,pilot_draft
202460812,1517290,zh,pilot_draft
202517276,1517290,zh,pilot_draft
202573925,1517290,zh,pilot_draft
203055601,1517290,zh,pilot_draft
203165271,1517290,zh,pilot_draft
204069394,1517290,zh,pilot_draft
206334292,1517290,zh,pilot_draft
218813460,1517290,zh,pilot_draft
220659540,1517290,zh,pilot_draft
228424527,1517290,zh,pilot_draft
218396609,730,en,pilot_prompt
218436990,730,en,pilot_prompt
218903030,730,en,pilot_prompt
219864249,730,en,pilot_prompt
222105673,730,en,pilot_prompt
222796929,730,en,pilot_prompt
224320425,730,en,pilot_prompt
224727190,730,en,pilot_prompt
224931595,730,en,pilot_prompt
225205838,730,en,pilot_prompt
225676909,730,en,pilot_prompt
225976399,730,en,pilot_prompt
226034047,730,en,pilot_prompt
229413572,730,en,pilot_prompt
231485945,730,en,pilot_prompt
147186404,730,ja,pilot_prompt
147337567,730,ja,pilot_prompt
150454956,730,ja,pilot_prompt
169668297,730,ja,pilot_prompt
170423081,730,ja,pilot_prompt
173568072,730,ja,pilot_prompt
178313124,730,ja,pilot_prompt
184850240,730,ja,pilot_prompt
190255541,730,ja,pilot_prompt
190905117,730,ja,pilot_prompt
191803317,730,ja,pilot_prompt
207695093,730,ja,pilot_prompt
217580615,730,ja,pilot_prompt
224201604,730,ja,pilot_prompt
226643822,730,ja,pilot_prompt
220910451,730,zh,pilot_prompt
221020660,730,zh,pilot_prompt
221044309,730,zh,pilot_prompt
221098506,730,zh,pilot_prompt
222152533,730,zh,pilot_prompt
222179006,730,zh,pilot_prompt
222451323,730,zh,pilot_prompt
223497032,730,zh,pilot_prompt
223972625,730,zh,pilot_prompt
224993067,730,zh,pilot_prompt
227404942,730,zh,pilot_prompt
227714668,730,zh,pilot_prompt
227930576,730,zh,pilot_prompt
230506749,730,zh,pilot_prompt
231344562,730,zh,pilot_prompt
179949163,1245620,en,pilot_prompt
185723510,1245620,en,pilot_prompt
186184895,1245620,en,pilot_prompt
188541419,1245620,en,pilot_prompt
190932909,1245620,en,pilot_prompt
196750848,1245620,en,pilot_prompt
197507513,1245620,en,pilot_prompt
214794854,1245620,en,pilot_prompt
215542499,1245620,en,pilot_prompt
216430741,1245620,en,pilot_prompt
217712763,1245620,en,pilot_prompt
220331043,1245620,en,pilot_prompt
224459213,1245620,en,pilot_prompt
228366856,1245620,en,pilot_prompt
228736600,1245620,en,pilot_prompt
110954587,1245620,ja,pilot_prompt
111056000,1245620,ja,pilot_prompt
111233280,1245620,ja,pilot_prompt
111350254,1245620,ja,pilot_prompt
111456820,1245620,ja,pilot_prompt
111957424,1245620,ja,pilot_prompt
113385798,1245620,ja,pilot_prompt
121789111,1245620,ja,pilot_prompt
129866639,1245620,ja,pilot_prompt
172392644,1245620,ja,pilot_prompt
194827048,1245620,ja,pilot_prompt
195646726,1245620,ja,pilot_prompt
214873280,1245620,ja,pilot_prompt
221552548,1245620,ja,pilot_prompt
230543919,1245620,ja,pilot_prompt
198183895,1245620,zh,pilot_prompt
201997082,1245620,zh,pilot_prompt
202103975,1245620,zh,pilot_prompt
202448918,1245620,zh,pilot_prompt
202576211,1245620,zh,pilot_prompt
202637028,1245620,zh,pilot_prompt
204010031,1245620,zh,pilot_prompt
205167572,1245620,zh,pilot_prompt
212779030,1245620,zh,pilot_prompt
213206106,1245620,zh,pilot_prompt
214117841,1245620,zh,pilot_prompt
221358153,1245620,zh,pilot_prompt
224073271,1245620,zh,pilot_prompt
224966715,1245620,zh,pilot_prompt
229312960,1245620,zh,pilot_prompt
103946830,1517290,en,pilot_prompt
107746095,1517290,en,pilot_prompt
109196275,1517290,en,pilot_prompt
109894016,1517290,en,pilot_prompt
112674511,1517290,en,pilot_prompt
116362246,1517290,en,pilot_prompt
118602713,1517290,en,pilot_prompt
134763130,1517290,en,pilot_prompt
134767940,1517290,en,pilot_prompt
158951365,1517290,en,pilot_prompt
176586590,1517290,en,pilot_prompt
177896106,1517290,en,pilot_prompt
190829575,1517290,en,pilot_prompt
197946791,1517290,en,pilot_prompt
206067650,1517290,en,pilot_prompt
103046986,1517290,ja,pilot_prompt
103049444,1517290,ja,pilot_prompt
103309273,1517290,ja,pilot_prompt
104267515,1517290,ja,pilot_prompt
105202074,1517290,ja,pilot_prompt
105276630,1517290,ja,pilot_prompt
105917232,1517290,ja,pilot_prompt
105980136,1517290,ja,pilot_prompt
106145381,1517290,ja,pilot_prompt
108405591,1517290,ja,pilot_prompt
121765843,1517290,ja,pilot_prompt
128014536,1517290,ja,pilot_prompt
134115250,1517290,ja,pilot_prompt
148733651,1517290,ja,pilot_prompt
161040934,1517290,ja,pilot_prompt
152162038,1517290,zh,pilot_prompt
153431169,1517290,zh,pilot_prompt
164054934,1517290,zh,pilot_prompt
167081822,1517290,zh,pilot_prompt
170446363,1517290,zh,pilot_prompt
172697251,1517290,zh,pilot_prompt
175534649,1517290,zh,pilot_prompt
185867952,1517290,zh,pilot_prompt
192133651,1517290,zh,pilot_prompt
196789855,1517290,zh,pilot_prompt
198046313,1517290,zh,pilot_prompt
198615753,1517290,zh,pilot_prompt
204452650,1517290,zh,pilot_prompt
205482052,1517290,zh,pilot_prompt
210393281,1517290,zh,pilot_prompt
218473099,730,en,gold
218503811,730,en,gold
219017084,730,en,gold
219178283,730,en,gold
220240099,730,en,gold
220399596,730,en,gold
220497008,730,en,gold
220675298,730,en,gold
220675528,730,en,gold
220678245,730,en,gold
221026656,730,en,gold
221350240,730,en,gold
221503939,730,en,gold
221780270,730,en,gold
221874368,730,en,gold
221933003,730,en,gold
222615755,730,en,gold
222974319,730,en,gold
222974979,730,en,gold
223030387,730,en,gold
223395176,730,en,gold
223627538,730,en,gold
223767352,730,en,gold
223799373,730,en,gold
223823433,730,en,gold
223861269,730,en,gold
224017744,730,en,gold
224192419,730,en,gold
224214430,730,en,gold
224343186,730,en,gold
224655394,730,en,gold
224711047,730,en,gold
225169176,730,en,gold
225196149,730,en,gold
225363933,730,en,gold
225593552,730,en,gold
225807871,730,en,gold
225815381,730,en,gold
226121335,730,en,gold
226126579,730,en,gold
226130016,730,en,gold
226140230,730,en,gold
226978934,730,en,gold
227114842,730,en,gold
227406057,730,en,gold
227481804,730,en,gold
227535759,730,en,gold
227538984,730,en,gold
227559015,730,en,gold
227674918,730,en,gold
227682869,730,en,gold
227683334,730,en,gold
228189229,730,en,gold
228190025,730,en,gold
228377818,730,en,gold
228876937,730,en,gold
229250453,730,en,gold
230026127,730,en,gold
230036438,730,en,gold
230285322,730,en,gold
230492823,730,en,gold
230675192,730,en,gold
231013950,730,en,gold
231053943,730,en,gold
231062208,730,en,gold
231126598,730,en,gold
231353002,730,en,gold
231618290,730,en,gold
231725041,730,en,gold
147200322,730,ja,gold
147297598,730,ja,gold
147486001,730,ja,gold
150340991,730,ja,gold
152572291,730,ja,gold
153328215,730,ja,gold
160659624,730,ja,gold
161893412,730,ja,gold
167201974,730,ja,gold
170507785,730,ja,gold
172227868,730,ja,gold
175198792,730,ja,gold
176410031,730,ja,gold
180774054,730,ja,gold
185013239,730,ja,gold
187146623,730,ja,gold
188293179,730,ja,gold
191441932,730,ja,gold
191545393,730,ja,gold
195473643,730,ja,gold
197173214,730,ja,gold
199865696,730,ja,gold
200040509,730,ja,gold
202936572,730,ja,gold
204958119,730,ja,gold
206466129,730,ja,gold
208622212,730,ja,gold
209112769,730,ja,gold
214698308,730,ja,gold
215667137,730,ja,gold
219694928,730,ja,gold
225142550,730,ja,gold
227628194,730,ja,gold
228238968,730,ja,gold
219873092,730,zh,gold
220036561,730,zh,gold
220070887,730,zh,gold
220340263,730,zh,gold
220405425,730,zh,gold
220412310,730,zh,gold
220556265,730,zh,gold
220635915,730,zh,gold
220719806,730,zh,gold
220803267,730,zh,gold
220810909,730,zh,gold
220823922,730,zh,gold
220889819,730,zh,gold
221035696,730,zh,gold
221039890,730,zh,gold
221043788,730,zh,gold
221064037,730,zh,gold
221113775,730,zh,gold
221299728,730,zh,gold
221736591,730,zh,gold
221829241,730,zh,gold
222014592,730,zh,gold
222301746,730,zh,gold
222350110,730,zh,gold
222408652,730,zh,gold
222561725,730,zh,gold
222635212,730,zh,gold
222641610,730,zh,gold
222795561,730,zh,gold
222812560,730,zh,gold
223074343,730,zh,gold
223382391,730,zh,gold
223417259,730,zh,gold
223528979,730,zh,gold
223538911,730,zh,gold
223544432,730,zh,gold
223583437,730,zh,gold
223768494,730,zh,gold
223775681,730,zh,gold
224334874,730,zh,gold
224491994,730,zh,gold
224692376,730,zh,gold
224872585,730,zh,gold
224901148,730,zh,gold
225108166,730,zh,gold
225474112,730,zh,gold
225705242,730,zh,gold
225747357,730,zh,gold
225830256,730,zh,gold
226210229,730,zh,gold
226535861,730,zh,gold
226711535,730,zh,gold
226919531,730,zh,gold
226936968,730,zh,gold
226943109,730,zh,gold
226944998,730,zh,gold
227129859,730,zh,gold
227533849,730,zh,gold
227711811,730,zh,gold
227769664,730,zh,gold
227824125,730,zh,gold
227915522,730,zh,gold
227934387,730,zh,gold
228076939,730,zh,gold
228077821,730,zh,gold
228151179,730,zh,gold
228233146,730,zh,gold
228330351,730,zh,gold
228396021,730,zh,gold
228649282,730,zh,gold
228696676,730,zh,gold
228843780,730,zh,gold
229031903,730,zh,gold
229495824,730,zh,gold
229551286,730,zh,gold
229598628,730,zh,gold
229843938,730,zh,gold
230071890,730,zh,gold
230383073,730,zh,gold
230437916,730,zh,gold
230447799,730,zh,gold
230463825,730,zh,gold
230654338,730,zh,gold
230807705,730,zh,gold
230829621,730,zh,gold
230947123,730,zh,gold
231101738,730,zh,gold
231420400,730,zh,gold
231717921,730,zh,gold
179690783,1245620,en,gold
180207016,1245620,en,gold
180902968,1245620,en,gold
182367165,1245620,en,gold
184127791,1245620,en,gold
184453170,1245620,en,gold
185075756,1245620,en,gold
185250158,1245620,en,gold
189225192,1245620,en,gold
190153198,1245620,en,gold
191272620,1245620,en,gold
191570908,1245620,en,gold
193901538,1245620,en,gold
193939425,1245620,en,gold
194072885,1245620,en,gold
195649991,1245620,en,gold
195671929,1245620,en,gold
195987742,1245620,en,gold
196811227,1245620,en,gold
197208692,1245620,en,gold
197508829,1245620,en,gold
197693756,1245620,en,gold
199302041,1245620,en,gold
199545344,1245620,en,gold
200370770,1245620,en,gold
201911984,1245620,en,gold
201934074,1245620,en,gold
202384872,1245620,en,gold
205382800,1245620,en,gold
205418262,1245620,en,gold
205921829,1245620,en,gold
206674897,1245620,en,gold
210724778,1245620,en,gold
211550494,1245620,en,gold
213370416,1245620,en,gold
213896937,1245620,en,gold
216382564,1245620,en,gold
216804554,1245620,en,gold
219221130,1245620,en,gold
221995934,1245620,en,gold
222066431,1245620,en,gold
223445185,1245620,en,gold
225014358,1245620,en,gold
225702377,1245620,en,gold
226249544,1245620,en,gold
230605242,1245620,en,gold
230825106,1245620,en,gold
231670141,1245620,en,gold
110964664,1245620,ja,gold
110969358,1245620,ja,gold
110980806,1245620,ja,gold
111022039,1245620,ja,gold
111038270,1245620,ja,gold
111038899,1245620,ja,gold
111046302,1245620,ja,gold
111132574,1245620,ja,gold
111151872,1245620,ja,gold
111218890,1245620,ja,gold
111227690,1245620,ja,gold
111232833,1245620,ja,gold
111241566,1245620,ja,gold
111288689,1245620,ja,gold
111348620,1245620,ja,gold
111350948,1245620,ja,gold
111414561,1245620,ja,gold
111439992,1245620,ja,gold
111524600,1245620,ja,gold
111571996,1245620,ja,gold
111573716,1245620,ja,gold
111612960,1245620,ja,gold
111614077,1245620,ja,gold
111793527,1245620,ja,gold
111853145,1245620,ja,gold
111905416,1245620,ja,gold
112051008,1245620,ja,gold
112109545,1245620,ja,gold
112210979,1245620,ja,gold
112255477,1245620,ja,gold
112351906,1245620,ja,gold
112387678,1245620,ja,gold
112536610,1245620,ja,gold
112563983,1245620,ja,gold
112685319,1245620,ja,gold
112687523,1245620,ja,gold
112859644,1245620,ja,gold
112869911,1245620,ja,gold
113116974,1245620,ja,gold
113167714,1245620,ja,gold
113191993,1245620,ja,gold
113207163,1245620,ja,gold
113282444,1245620,ja,gold
113397976,1245620,ja,gold
113469281,1245620,ja,gold
113577601,1245620,ja,gold
113685731,1245620,ja,gold
113813618,1245620,ja,gold
114179790,1245620,ja,gold
114550635,1245620,ja,gold
114875377,1245620,ja,gold
114893043,1245620,ja,gold
114939391,1245620,ja,gold
115245001,1245620,ja,gold
115691563,1245620,ja,gold
116235142,1245620,ja,gold
116682124,1245620,ja,gold
119192938,1245620,ja,gold
120478415,1245620,ja,gold
121296129,1245620,ja,gold
123947025,1245620,ja,gold
125555893,1245620,ja,gold
125918293,1245620,ja,gold
129815798,1245620,ja,gold
129947170,1245620,ja,gold
130417558,1245620,ja,gold
131690498,1245620,ja,gold
132412969,1245620,ja,gold
132726734,1245620,ja,gold
133075430,1245620,ja,gold
135159674,1245620,ja,gold
135219615,1245620,ja,gold
137505558,1245620,ja,gold
144158210,1245620,ja,gold
146389212,1245620,ja,gold
147968621,1245620,ja,gold
149223999,1245620,ja,gold
149305394,1245620,ja,gold
159239685,1245620,ja,gold
163638434,1245620,ja,gold
164326098,1245620,ja,gold
164974228,1245620,ja,gold
167706623,1245620,ja,gold
168171114,1245620,ja,gold
168172416,1245620,ja,gold
168245685,1245620,ja,gold
168496083,1245620,ja,gold
169066209,1245620,ja,gold
169487691,1245620,ja,gold
169510661,1245620,ja,gold
169848630,1245620,ja,gold
173089785,1245620,ja,gold
175594110,1245620,ja,gold
175995271,1245620,ja,gold
176802869,1245620,ja,gold
184195149,1245620,ja,gold
186068233,1245620,ja,gold
188483678,1245620,ja,gold
190795346,1245620,ja,gold
197168214,1245620,ja,gold
198053256,1245620,ja,gold
202494764,1245620,ja,gold
202575242,1245620,ja,gold
205680674,1245620,ja,gold
208203477,1245620,ja,gold
215628869,1245620,ja,gold
218602145,1245620,ja,gold
218715571,1245620,ja,gold
219019888,1245620,ja,gold
196172431,1245620,zh,gold
196704667,1245620,zh,gold
198255137,1245620,zh,gold
198595443,1245620,zh,gold
198732692,1245620,zh,gold
199391889,1245620,zh,gold
199874084,1245620,zh,gold
200015535,1245620,zh,gold
200070451,1245620,zh,gold
200657390,1245620,zh,gold
201130840,1245620,zh,gold
201266702,1245620,zh,gold
201267654,1245620,zh,gold
202432083,1245620,zh,gold
202513646,1245620,zh,gold
203335413,1245620,zh,gold
204810263,1245620,zh,gold
205045945,1245620,zh,gold
206187308,1245620,zh,gold
213704253,1245620,zh,gold
214444748,1245620,zh,gold
214830017,1245620,zh,gold
215124450,1245620,zh,gold
215204703,1245620,zh,gold
215875079,1245620,zh,gold
215888639,1245620,zh,gold
216685608,1245620,zh,gold
216939866,1245620,zh,gold
218224502,1245620,zh,gold
218792993,1245620,zh,gold
218937376,1245620,zh,gold
220817716,1245620,zh,gold
220903986,1245620,zh,gold
221166426,1245620,zh,gold
221350290,1245620,zh,gold
223080290,1245620,zh,gold
223443918,1245620,zh,gold
225468605,1245620,zh,gold
225888831,1245620,zh,gold
228555845,1245620,zh,gold
228697717,1245620,zh,gold
229055262,1245620,zh,gold
229605335,1245620,zh,gold
103075233,1517290,en,gold
103097358,1517290,en,gold
103103393,1517290,en,gold
103120703,1517290,en,gold
103227289,1517290,en,gold
103256453,1517290,en,gold
103280480,1517290,en,gold
103351685,1517290,en,gold
103385328,1517290,en,gold
103480142,1517290,en,gold
103554513,1517290,en,gold
103633304,1517290,en,gold
103996360,1517290,en,gold
104871130,1517290,en,gold
105145188,1517290,en,gold
105163561,1517290,en,gold
105388657,1517290,en,gold
105389497,1517290,en,gold
105449112,1517290,en,gold
106038586,1517290,en,gold
106562709,1517290,en,gold
107120321,1517290,en,gold
107517121,1517290,en,gold
107578697,1517290,en,gold
107953771,1517290,en,gold
108317016,1517290,en,gold
110343099,1517290,en,gold
117456811,1517290,en,gold
117687127,1517290,en,gold
119617434,1517290,en,gold
121714487,1517290,en,gold
121812461,1517290,en,gold
122408945,1517290,en,gold
126391469,1517290,en,gold
127780655,1517290,en,gold
127905057,1517290,en,gold
127960584,1517290,en,gold
128037846,1517290,en,gold
