review_id,appid,lang,keyword_class,arm_role,source,text_len
105407439,1517290,ja,class2_tech_compat,hard_negative,fresh_ja_retrieval_v1,68
111280345,1245620,ja,class2_tech_compat,hard_negative,fresh_ja_retrieval_v1,223
112405860,1245620,ja,class2_tech_compat,hard_negative,fresh_ja_retrieval_v1,141
111115142,1245620,ja,class2_tech_compat,hard_negative,fresh_ja_retrieval_v1,207
110775132,1517290,ja,class2_tech_compat,hard_negative,fresh_ja_retrieval_v1,184
121523212,1517290,ja,class2_tech_compat,hard_negative,fresh_ja_retrieval_v1,170
141055878,1245620,ja,class2_tech_compat,hard_negative,fresh_ja_retrieval_v1,111
116512296,1517290,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,61
105405109,1517290,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,158
161173846,1517290,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,85
103191177,1517290,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,67
105121177,1517290,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,855
104031988,1517290,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,150
103142537,1517290,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,279
103310845,1517290,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,107
103385607,1517290,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,95
105620765,1517290,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,50
128421972,1517290,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,815
192355431,1517290,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,43
111050402,1245620,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,73
103609010,1517290,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,325
203936997,1517290,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,1020
158318429,1517290,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,94
146562214,1517290,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,51
111955429,1245620,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,320
106024316,1517290,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,36
111867353,1245620,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,128
103271274,1517290,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,26
103036259,1517290,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,189
148680137,1517290,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,396
202514052,1517290,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,117
148387814,1517290,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,69
103057891,1517290,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,163
103247925,1517290,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,45
105073172,1517290,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,40
144139895,1245620,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,281
111252309,1245620,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,323
103062299,1517290,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,50
168840386,1517290,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,71
103157421,1517290,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,17
157404530,1517290,ja,class3_price_cosmetic,hard_negative,fresh_ja_retrieval_v1,65
114457663,1245620,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,46
149307267,1517290,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,244
130858840,1245620,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,165
112634601,1245620,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,94
130014133,1245620,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,211
156666796,730,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,103
111220068,1245620,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,282
111577597,1245620,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,71
111054825,1245620,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,419
112283139,1245620,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,275
184238986,1245620,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,733
170669052,1245620,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,206
123722995,1245620,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,107
225866611,1245620,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,101
127397024,1245620,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,230
111369343,1245620,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,69
205357686,1245620,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,86
220051626,1245620,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,94
175123512,730,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,323
202506149,1517290,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,65
188051785,730,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,25
174466495,1245620,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,529
111368266,1245620,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,65
180424742,730,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,189
124152854,1517290,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,241
123431432,1245620,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,119
213651575,1245620,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,41
221763431,1245620,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,112
103576458,1517290,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,21
104318328,1517290,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,254
124508026,1245620,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,108
111055121,1245620,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,59
103053004,1517290,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,154
112747121,1245620,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,70
111294581,1245620,ja,class4_difficulty_balance,hard_negative,fresh_ja_retrieval_v1,284
