review_id,appid,lang,keyword_class,arm_role,source,text_len
164386694,1517290,zh,class3_price_cosmetic,hard_negative,fresh_zh_retrieval_v1,26
186376241,1517290,zh,class3_price_cosmetic,hard_negative,fresh_zh_retrieval_v1,16
152411477,1517290,zh,class3_price_cosmetic,hard_negative,fresh_zh_retrieval_v1,30
161176081,1517290,zh,class3_price_cosmetic,hard_negative,fresh_zh_retrieval_v1,80
167378083,1517290,zh,class3_price_cosmetic,hard_negative,fresh_zh_retrieval_v1,30
187300163,1517290,zh,class3_price_cosmetic,hard_negative,fresh_zh_retrieval_v1,69
210552816,1517290,zh,class3_price_cosmetic,hard_negative,fresh_zh_retrieval_v1,22
155951011,1517290,zh,class3_price_cosmetic,hard_negative,fresh_zh_retrieval_v1,163
197286052,1245620,zh,class4_difficulty_balance,hard_negative,fresh_zh_retrieval_v1,307
170523407,1517290,zh,class4_difficulty_balance,hard_negative,fresh_zh_retrieval_v1,1954
231341928,730,zh,class4_difficulty_balance,hard_negative,fresh_zh_retrieval_v1,42
205954437,1245620,zh,class4_difficulty_balance,hard_negative,fresh_zh_retrieval_v1,215
211686086,1245620,zh,class4_difficulty_balance,hard_negative,fresh_zh_retrieval_v1,15
222315850,1245620,zh,class4_difficulty_balance,hard_negative,fresh_zh_retrieval_v1,27
221743125,1245620,zh,class4_difficulty_balance,hard_negative,fresh_zh_retrieval_v1,73
161653042,1517290,zh,class4_difficulty_balance,hard_negative,fresh_zh_retrieval_v1,30
169146952,1517290,zh,class4_difficulty_balance,hard_negative,fresh_zh_retrieval_v1,5408
160584920,1517290,zh,class4_difficulty_balance,hard_negative,fresh_zh_retrieval_v1,103
221036921,730,zh,class4_difficulty_balance,hard_negative,fresh_zh_retrieval_v1,74
214743761,1245620,zh,class4_difficulty_balance,hard_negative,fresh_zh_retrieval_v1,126
216667115,1245620,zh,class4_difficulty_balance,hard_negative,fresh_zh_retrieval_v1,558
215066544,1245620,zh,class4_difficulty_balance,hard_negative,fresh_zh_retrieval_v1,129
199782256,1245620,zh,class4_difficulty_balance,hard_negative,fresh_zh_retrieval_v1,195
199023152,1245620,zh,class4_difficulty_balance,hard_negative,fresh_zh_retrieval_v1,370
224691501,1245620,zh,class4_difficulty_balance,hard_negative,fresh_zh_retrieval_v1,87
228561002,730,zh,class4_difficulty_balance,hard_negative,fresh_zh_retrieval_v1,18
196674450,1245620,zh,class4_difficulty_balance,hard_negative,fresh_zh_retrieval_v1,40
166312805,1517290,zh,class4_difficulty_balance,hard_negative,fresh_zh_retrieval_v1,17
221545232,1517290,zh,class4_difficulty_balance,hard_negative,fresh_zh_retrieval_v1,16
198986985,1245620,zh,class4_difficulty_balance,hard_negative,fresh_zh_retrieval_v1,33
228400477,730,zh,class4_difficulty_balance,hard_negative,fresh_zh_retrieval_v1,34
169571302,1517290,zh,class4_difficulty_balance,hard_negative,fresh_zh_retrieval_v1,16
214625035,1245620,zh,class4_difficulty_balance,hard_negative,fresh_zh_retrieval_v1,23
158281964,1517290,zh,class4_difficulty_balance,hard_negative,fresh_zh_retrieval_v1,5439
228798512,730,zh,class4_difficulty_balance,hard_negative,fresh_zh_retrieval_v1,1350
215221165,1245620,zh,class4_difficulty_balance,hard_negative,fresh_zh_retrieval_v1,357
